;Speed;Pressure;Volume;Thickness;Resistance;Type;Def;Time;Cost
1046;27,66741;233,3376;1,351417;98,05063;49.14606  M;;0;94,80873;140,1115
1047;52,86875;255,3915;0,209454;97,02871;65.25348  M;;0;45,45041;111,1895
1048;33,8533;369,7056;0,274855;94,79088;41.48122  M;;0;81,60942;111,6398
1049;36,31453;296,7513;0,99907;98,76762;43.73289  M;;0;76,73781;109,0148
1050;28,30339;319,1439;0,036998;93,58149;42.34611  M;;0;90,96627;125,2269
1051;48,13989;456,3245;1,316067;71,38259;32.17676  M;;0;53,23839;76,90461
1052;25,22624;269,3739;0,877567;70,12562;52.55184  M;;0;99,67663;134,1739
1053;41,55784;291,2943;0,429048;91,35315;45.97364  M;;0;66,30942;110,5527
1054;31,32286;458,4735;2,372083;79,01681;32.36239  M;;0;87,5471;101,3554
1055;38,18;274,8711;3,415662;77,32452;34.46291  M;;0;73,72066;111,4555
1056;35,61054;198,9873;0,081543;77,24498;30.82993  M;;0;78,71046;122,2435
1057;13,6803;378,5906;2,012343;98,02681;59.36864  M;;0;121,5646;133,48
1058;21,82822;348,0136;0,239872;82,58036;23.53805  M;;0;108,0085;119,6008
1059;41,6833;201,6704;0,189855;90,92193;64.69905  M;;0;67,18199;131,2918
1060;13,96494;311,1892;1,971729;84,02267;39.98144  M;;0;121,7045;135,0988
1061;25,64759;124,4179;2,207408;87,59958;50.72826  M;;0;99,0235;150,1213
1062;21,43495;291,7778;0,273048;97,62308;36.47894  M;;0;109,6638;131,6356
1063;32,71895;79,02799;0,055078;83,63733;39.46695  M;;0;83,14437;136,5911
1064;10,05761;333,322;0,769746;92,27214;61.87154  M;;0;129,3275;131,3339
1065;40,59275;412,6285;1,627842;94,7351;60.62715  M;;0;66,76813;97,17645
1066;38,23701;492,3174;0,474265;74,75997;40.17879  M;;0;72,1471;87,98328
1067;21,93044;85,28153;3,852966;79,54716;43.01395  M;;0;107,4415;167,6119
1068;51,0032;537,701;0,054437;93,61984;30.69369  M;;0;49,01371;74,74285
1069;60,34459;265,3335;0,087081;76,22457;31.0225  M;;0;26,55859;101,8326
1070;49,29663;432,5762;0,150174;71,80977;58.05852  M;;0;50,80261;81,96766
1071;42,82685;416,2594;0,38425;95,31124;42.72136  M;;0;64,10027;93,87183
1072;29,42833;282,1157;0,457056;85,03807;49.1359  M;;0;92,66218;122,9242
1073;6,260981;401,6801;0,105277;90,02315;41.43718  M;;0;136,4215;129,3798
1074;47,02819;345,2782;0,315253;81,1825;66.58688  M;;0;55,72225;100,3429
1075;20,82337;202,4006;0,35549;82,06252;32.51324  M;;0;108,1572;151,082
1076;24,03617;284,3168;1,200236;72,46064;57.231  M;;0;103,0585;131,4653
1077;32,93082;430,0132;0,687601;75,642;61.65426  M;;0;83,01914;94,92883
1078;30,47918;370,2442;2,093079;85,73647;60.09151  M;;0;90,33621;107,0897
1079;46,46219;331,2384;5,056971;92,35197;60.09406  M;;0;56,24859;104,1094
1082;47,14251;427,3543;2,425623;73,82452;65.01842  M;;0;54,95786;83,50917
1083;7,281368;402,8075;2,879696;97,8256;51.2002  M;;0;137,6118;127,7622
1084;37,36222;304,4924;0,039653;87,59524;67.52068  M;;0;75,35552;121,7276
1085;29,78828;295,9562;1,56748;88,57788;48.77831  M;;0;90,80605;118,9515
1086;38,67679;251,0211;0,55814;78,82831;65.21496  M;;0;71,63852;117,7404
1087;21,55511;418,4912;0,116702;78,6683;48.23096  M;;0;108,3411;114,5847
1088;27,84257;464,1497;0,970107;91,74213;38.10213  M;;0;95,6223;101,7229
1089;46,75924;397,807;5,605969;74,66518;46.81922  M;;0;56,45066;100,4078
1090;33,11239;170,2806;0,986479;95,15314;20.89436  M;;0;82,14103;145,9361
1091;53,73136;103,7737;0,242343;96,99861;30.63423  M;;0;42,34349;132,8866
1092;47,25869;458,9498;0,236546;83,08747;38.33412  M;;0;57,43677;83,13329
1093;42,8496;505,0809;4,990435;89,98904;25.50972  M;;0;64,47015;76,00838
1094;45,3432;431,7374;1,865168;87,33118;46.30754  M;;0;59,17913;88,66795
1095;30,76792;399,839;1,398658;77,899;27.13655  M;;0;88,83964;106,6993
1096;36,47549;348,5485;2,627144;85,00296;36.1268  M;;0;78,07651;108,9927
1097;38,91646;328,197;0,042986;89,50812;51.42915  M;;0;73,53344;103,4821
1098;24,60625;438,1506;0,311576;81,51322;50.04457  M;;0;100,6089;107,4541
1099;4,775459;395,3665;0,176378;78,32694;44.77317  M;;0;140,6191;136,7709
1100;57,93555;431,3614;2,971609;94,01488;34.63859  M;;0;33,68744;82,05654
1101;31,77062;331,6939;0,613855;79,90825;24.99377  M;;0;87,05917;108,338
1102;39,74251;208,8064;2,436352;92,94067;40.3698  M;;1;70,40415;122,4493
1103;29,48468;526,2032;1,428209;87,79559;21.54663  M;;0;90,91693;97,71026
1104;43,21879;372,8759;2,09602;72,40089;35.94624  M;;0;63,7;99,63293
1105;42,47588;673,8773;0,054661;74,02984;60.95637  M;;0;65,39111;57,89204
1106;17,67081;389,1068;0,741805;72,53693;40.77238  M;;0;114,7869;123,6613
1107;33,68187;182,7995;0,001465;91,26624;37.96852  M;;0;82,87125;137,3458
1108;48,70696;384,335;0,660077;97,7574;40.01593  M;;0;52,95629;105,3807
1109;26,89747;225,6955;0,392123;87,28788;34.17522  M;;0;95,60987;131,6563
1110;23,93248;491,109;0,006697;97,65639;27.47684  M;;0;102,2813;101,2394
1111;30,0756;221,8518;0,774653;90,84723;30.98722  M;;0;90,12878;131,9312
1112;28,14496;69,26439;0,16293;88,40481;50.85183  M;;0;91,67431;160,5564
1113;25,01283;262,0995;0,762506;94,57047;35.41703  M;;0;102,0245;132,1409
1114;25,52052;445,3696;2,231044;83,1285;31.2392  M;;0;98,3323;105,8436
1115;37,17201;416,5779;0,056745;75,56059;68.65882  M;;0;75,51357;90,27178
1116;42,10897;416,7684;0,70813;83,32759;69.43199  M;;0;65,38032;97,03995
1117;44,59505;432,7509;0,149228;87,79658;61.25403  M;;0;60,58971;89,88158
1118;38,12662;375,5694;0,623381;86,50732;38.91496  M;;0;74,84157;112,5241
1119;41,37706;473,874;0,071648;94,22705;48.81361  M;;0;66,93139;88,69477
1120;35,5865;405,5238;0,62728;97,63375;64.66904  M;;0;79,57226;97,77828
1121;29,8089;414,7646;0,114501;85,36965;68.32762  M;;0;88,45772;115,5464
1122;18,89951;114,8984;2,839389;84,72731;24.50995  M;;0;112,8525;159,7694
1123;28,31025;468,1417;1,121122;81,89396;24.6125  M;;0;93,09446;96,51948
1124;28,32064;239,0649;2,092464;87,56637;32.03678  M;;0;95,41641;133,7153
1125;39,82236;519,2939;0,154988;88,08092;42.80433  M;;0;71,50038;84,27549
1126;30,55624;237,573;0,21299;73,82009;49.33722  M;;0;88,07299;132,7992
1129;33,23386;503,5087;0,659557;72,59931;31.3631  M;;0;82,71046;96,44603
1130;25,73014;143,8041;2,166057;79,35681;21.47495  M;;0;99,18703;148,287
1131;21,36369;352,7044;0,069333;95,4117;43.07649  M;;0;105,165;131,6697
1132;29,49787;313,7674;1,744257;94,08584;50.44334  M;;0;92,63312;121,2001
1133;23,56879;518,1231;3,092225;80,28335;63.16362  M;;0;103,8874;93,64642
1134;56,86735;295,6489;3,334406;87,16431;55.97094  M;;0;36,21098;95,02185
1135;44,36067;405,685;0,965121;99,1364;26.96178  M;;0;60,06958;99,41144
1136;51,21316;188,3616;0,38685;82,42773;55.72472  M;;0;46,26083;118,2551
1137;13,52437;353,0229;0,524367;91,89178;38.77722  M;;0;123,8681;134,2794
1138;35,09342;348,9939;0,123483;74,19964;41.1761  M;;0;79,52759;107,2784
1139;38,47355;236,5977;0,030407;78,81508;30.95911  M;;0;73,91559;123,8368
1140;57,49192;529,4724;0,254327;86,11042;24.3766  M;;0;35,07611;68,46289
1141;30,63559;475,4682;0,062267;99,97768;42.2223  M;;0;87,89332;99,73584
1142;26,09308;449,5126;1,211257;73,69567;40.67813  M;;0;98,57077;107,2132
1143;28,53316;258,3845;1,478157;78,71846;22.8176  M;;0;92,04147;129,5972
1144;40,58666;311,3911;3,235269;78,03729;23.25063  M;;0;68,01151;104,0509
1145;48,76158;251,8418;0,034341;92,00734;28.50601  M;;0;53,86695;117,3373
1146;25,11906;280,2362;3,293853;81,64064;54.63192  M;;0;98,74547;124,3947
1147;35,14901;367,4596;4,576838;99,52713;44.48051  M;;0;79,89439;111,8223
1148;48,48009;476,6632;0,922059;95,83741;69.50279  M;;0;52,9794;91,25496
1149;42,52722;431,3441;0,613327;96,61088;44.48219  M;;0;64,30267;89,98855
1150;32,3997;265,0212;1,186844;91,39857;54.53335  M;;0;84,0572;129,9231
1151;30,09131;243,0937;0,474294;86,80491;46.69788  M;;0;90,4291;128,0811
1152;38,97461;374,7065;0,15194;88,88002;28.099  M;;0;73,48372;104,7483
1153;32,7563;334,8055;0,274775;93,86355;53.90802  M;;0;84,38796;117,9817
1154;12,87609;306,7037;2,489397;91,58798;29.27441  M;;0;125,424;133,4988
1155;29,78095;177,1938;0,605066;83,59242;22.76099  M;;0;89,62268;131,0141
1156;43,83;257,4618;1,6481;73,08447;58.79499  M;;0;61,75057;109,2868
1157;37,75635;441,9477;0,0345;71,46954;56.83456  M;;0;75,30437;92,98529
1158;34,76966;364,087;4,170755;77,00028;36.16072  M;;0;81,10211;107,4955
1159;20,93767;445,9763;0,350598;75,0157;31.96758  M;;0;109,7627;98,57499
1160;44,46067;145,4448;0,355877;92,18825;44.63136  M;;0;63,08643;143,3518
1161;42,09653;394,6288;2,979556;84,8193;63.72384  M;;1;66,44368;87,01991
1162;40,28696;309,5944;5,394976;70,56573;41.6657  M;;0;69,34552;111,1863
1163;51,56536;232,576;2,842612;87,15735;54.15151  M;;0;46,50066;118,7808
1164;32,95068;338,8243;0,195502;97,69214;50.06239  M;;0;84,68312;116,4636
1165;41,46632;343,088;0,65716;90,90243;26.29492  M;;0;67,67299;108,1228
1166;37,87623;436,7911;0,221897;86,00525;23.54886  M;;0;74,43032;95,9214
1167;27,50126;395,9451;0,412644;84,93647;35.96414  M;;0;96,35463;112,716
1168;40,12821;452,8776;5,681654;89,91448;48.64854  M;;0;69,67152;88,66898
1169;27,22447;301,8478;0,404059;98,06385;21.71793  M;;0;95,299;128,1835
1170;30,66726;388,6323;0,222196;72,00875;62.3673  M;;0;89,77684;107,5578
1171;27,83998;340,2759;1,757466;89,08527;48.26749  M;;0;92,91595;120,4712
1172;35,18567;471,3019;1,941172;94,50781;69.02248  M;;0;80,29791;93,13293
1173;8,90125;167,296;3,200655;93,69185;48.39232  M;;0;132,5012;157,9713
1176;38,6492;423,1063;0,355824;86,91598;24.75861  M;;0;73,71025;97,7416
1177;44,34234;389,9879;1,007177;78,65639;59.33727  M;;0;61,0071;93,13043
1178;18,47844;267,1453;1,507801;75,96878;34.20066  M;;0;113,6336;136,334
1179;26,28515;510,099;1,494529;82,4522;21.36066  M;;0;97,85134;104,2328
1180;46,28867;634,9767;0,321158;70,43741;34.83314  M;;0;59,05073;68,3635
1181;32,1408;203,9453;3,501509;79,92944;59.1019  M;;0;84,40733;134,5708
1182;23,96554;192,5122;0,031952;83,07734;24.7369  M;;0;103,084;148,07
1183;33,33073;433,3658;4,416138;89,37497;55.94249  M;;0;83,8688;105,0568
1184;31,87418;434,535;0,291465;86,28477;23.70095  M;;0;83,63164;107,5725
1185;37,36267;210,9221;1,459296;95,05823;63.17884  M;;0;76,76857;133,9711
1186;32,69563;200,7991;0,410297;83,00559;60.04079  M;;0;86,40057;144,7785
1187;32,56099;241,3497;1,16315;85,49738;28.87023  M;;0;85,90096;129,3975
1188;19,73955;198,7576;1,082907;91,89404;50.98966  M;;0;111,3591;152,1768
1189;43,18103;356,9184;1,184589;93,92857;22.03137  M;;0;64,7935;112,2979
1190;26,20691;247,4451;0,365978;98,84807;37.26426  M;;0;98,52064;126,6141
1191;24,69745;518,4301;1,95803;89,63086;65.38131  M;;0;101,9789;97,85923
1192;48,58513;377,4154;1,602633;72,13848;65.03663  M;;0;53,19316;88,3288
1193;34,90323;246,125;0,526936;76,34368;64.25835  M;;0;80,63795;130,9285
1194;25,48137;140,5423;2,648428;91,57906;32.92008  M;;0;98,30936;153,0524
1195;41,18501;525,1356;1,340311;85,75419;31.65861  M;;0;69,03996;79,38147
1196;49,69474;240,8343;2,766973;91,33965;46.65739  M;;0;49,5756;109,704
1197;26,05801;168,2098;0,432908;99,78593;38.96168  M;;0;98,35994;136,8215
1198;44,75298;306,6622;3,399298;91,31063;59.90335  M;;0;60,48081;102,7372
1199;21,69797;219,8235;0,978517;85,38824;21.21459  M;;0;106,3138;138,2753
1200;47,83379;460,4302;0,37039;74,80093;44.66531  M;;0;53,4019;86,53853
1201;43,5649;257,9479;1,762502;73,94871;35.0944  M;;0;61,85139;111,0703
1202;21,85804;204,8439;0,192964;97,22088;33.55791  M;;0;105,9466;149,0114
1203;28,00769;436,8769;0,977647;72,83388;40.55786  M;;0;93,10333;104,6122
1204;25,93281;462,7479;0,095356;90,73496;48.07733  M;;0;99,08886;102,3283
1205;39,94738;480,8755;3,159784;70,82101;33.20042  M;;0;70,5472;92,10007
1206;41,97302;436,3762;0,10939;86,47391;24.82493  M;;0;64,45041;80,81903
1207;38,23168;232,9747;0,462257;87,62678;51.66287  M;;0;71,83105;127,457
1208;35,41414;332,1949;0,822377;90,41124;30.58439  M;;0;79,19231;119,3842
1209;47,34167;275,6652;0,169265;96,6932;43.52216  M;;0;55,45861;112,1771
1210;17,40701;216,7674;0,854395;93,27453;39.45481  M;;0;115,4086;144,6968
1211;39,17652;161,9269;1,421052;92,03445;63.36319  M;;0;73,29756;137,8783
1212;26,80614;416,9426;0,036026;75,06267;29.70514  M;;0;97,86286;109,1373
1213;43,8105;459,9349;0,226645;85,21287;53.99175  M;;0;62,80044;91,83534
1214;32,51441;336,1208;0,090303;94,87556;33.85375  M;;0;84,65482;111,0598
1215;45,97918;155,8688;0,939082;95,08103;63.4809  M;;0;56,87595;125,2236
1216;22,14076;392,4861;0,078312;83,7306;65.86007  M;;0;105,0022;127,4249
1217;18,23258;373,7371;2,270351;72,71829;50.61768  M;;0;111,8806;122,8555
1218;33,43112;332,902;3,82675;88,89983;39.04257  M;;0;84,38203;119,7912
1219;20,88986;272,529;0,634526;96,79104;69.51898  M;;0;107,1945;140,41
1220;35,68846;269,6796;0,653911;94,95345;51.72348  M;;0;77,88397;125,699
1223;36,67508;436,8832;0,399349;74,37264;59.69201  M;;0;78,36745;78,28017
1224;47,43434;383,0625;3,123307;91,60221;52.66808  M;;0;55,89452;100,8206
1225;50,74907;260,1179;0,070717;78,68863;67.57285  M;;0;47,70212;108,2589
1226;39,15955;411,2106;0,102764;97,24516;60.11154  M;;0;71,32508;100,6873
1227;42,1066;324,5555;2,013194;89,97246;66.54152  M;;0;63,95556;114,4483
1228;32,56827;279,9539;9,348865;70,04119;33.79227  M;;1;85,05155;114,7491
1229;44,33592;268,1303;0,67955;73,36879;63.92808  M;;0;60,12864;117,6748
1230;21,60664;171,3042;1,737754;79,577;49.6243  M;;0;105,208;148,4508
1231;42,30485;438,9181;0,017661;77,77537;45.11331  M;;0;63,4089;86,71809
1232;14,2073;300,007;0,453912;72,02109;34.31053  M;;0;122,188;147,3741
1233;24,12261;451,0867;0,491521;76,29618;43.0522  M;;0;102,5407;106,575
1234;46,30925;468,3287;0,206045;72,15259;65.01494  M;;0;55,84868;80,85866
1235;22,47441;321,4562;0,356889;71,90537;49.79675  M;;0;106,274;129,5637
1236;36,82009;432,2782;4,428334;77,77305;36.66423  M;;0;76,95635;98,79999
1237;11,59948;320,6272;3,502941;77,60027;69.94931  M;;0;125,552;144,1608
1238;23,3994;453,8285;0,874271;86,92821;50.97292  M;;0;103,3245;108,7055
1239;26,74963;320,3377;5,050125;89,26707;36.96826  M;;1;98,06607;123,4106
1240;26,57358;479,4805;4,66094;72,7127;27.58957  M;;0;98,36712;95,34346
1241;35,24627;237,3468;0,353082;82,14957;51.62244  M;;0;78,19972;123,8835
1242;38,98713;699,2048;0,383932;78,78612;66.77049  M;;0;72,02946;55,8466
1243;37,13811;174,5207;0,224891;82,33712;31.63433  M;;0;74,58588;138,8273
1244;40,5752;278,2302;1,735338;94,08837;66.57389  M;;0;68,7593;128,8689
1245;20,77517;254,3064;1,754978;97,52501;31.70566  M;;0;107,7454;138,1214
1246;32,28087;343,5414;1,086746;88,99195;61.90881  M;;0;84,02548;106,8964
1247;22,41805;193,5982;1,411387;95,71812;41.06015  M;;0;103,5721;145,348
1248;36,35311;508,5578;0,145973;93,94575;53.47308  M;;0;77,49323;86,32115
1249;24,08205;295,3124;6,595744;86,76914;58.59327  M;;0;103,7183;125,3502
1250;38,41328;372,9975;2,461135;82,14485;51.23402  M;;0;74,33046;96,75007
1251;49,60705;183,6156;1,631428;76,74504;47.39779  M;;1;51,15811;114,7264
1252;26,51139;365,2032;1,540974;82,01193;57.90077  M;;0;97,70059;122,5762
1253;36,2796;225,3414;0,294482;86,95168;39.23779  M;;0;78,68774;125,6075
1254;43,77923;204,6061;0,729949;83,24288;34.16566  M;;0;62,19765;131,6819
1255;40,33553;447,0077;0,826773;80,36279;22.33292  M;;0;67,03406;85,25016
1256;30,42167;468,5411;0,017658;84,27269;21.77541  M;;0;89,88841;102,1152
1257;14,91543;389,9881;1,75153;88,75696;33.29764  M;;0;121,7167;122,6285
1258;52,18847;480,8086;4,48315;81,40239;34.04832  M;;0;47,15814;80,94382
1259;29,84857;255,4362;2,020549;77,69654;58.08915  M;;0;90,81088;134,499
1260;40,91909;389,0931;0,395846;86,03068;34.54633  M;;1;68,70218;99,39205
1261;24,60975;468,539;1,879352;89,49909;66.45402  M;;0;101,2763;98,47403
1262;14,36227;286,9198;2,135839;85,62996;53.30698  M;;0;123,5404;140,2928
1263;54,56731;418,1059;0,014288;86,65387;54.24031  M;;0;40,27898;79,13535
1264;27,0716;164,4917;0,566419;70,11167;34.92904  M;;0;96,18661;148,2371
1265;47,72907;259,473;0,564698;71,84411;39.95394  M;;0;54,61483;113,1358
1266;29,78869;148,5844;0,102392;91,78598;27.35659  M;;0;91,1744;145,6677
1267;28,47906;312,5684;0,51268;73,80457;30.34783  M;;0;91,98659;121,7002
1270;32,37176;252,7486;1,109755;98,46711;49.29663  M;;0;85,43986;128,0966
1271;50,42559;169,0238;0,065609;81,28046;46.27866  M;;0;48,76742;125,1431
1272;17,13545;443,1008;0,002574;72,77691;54.69818  M;;0;114,0294;113,0733
1273;25,36531;213,9669;1,258781;92,21958;47.38724  M;;0;101,1177;141,324
1274;40,87469;356,3932;2,677959;80,53427;47.28255  M;;0;69,30464;97,85089
1275;34,34488;307,0938;1,925699;88,15036;44.01537  M;;0;81,84715;122,9144
1276;9,336334;466,3317;1,340146;95,15057;29.50431  M;;0;131,5897;113,2235
1277;47,67127;417,4425;3,695728;90,99687;27.27485  M;;0;54,07874;103,6027
1278;54,74044;354,2403;3,203764;99,60698;63.81058  M;;1;41,76651;93,99566
1279;39,25946;143,278;0,725733;85,60962;48.12793  M;;0;71,32689;144,0476
1280;26,68015;474,0094;0,267171;84,92014;58.3123  M;;0;96,26888;106,2988
1281;30,79092;376,8115;6,760063;81,65044;31.54182  M;;0;89,4612;116,3341
1282;47,29627;291,69;3,383052;84,57086;49.7034  M;;0;54,97006;118,4301
1283;41,64257;507,9163;0,462897;79,47153;26.09789  M;;0;65,89746;74,36628
1284;28,56082;514,7297;3,5254;80,43681;65.53676  M;;0;93,60748;98,0412
1285;;;;;;;;;
1286;22,66269;242,8657;1,700303;71,6178;39.07609  M;;0;104,3895;137,7524
1287;21,78659;74,21792;10,24453;75,95526;54.09884  M;;0;106,7382;160,1749
1288;16,77652;323,7666;0,118082;93,94478;37.63698  M;;0;115,7909;128,5598
1289;38,04453;92,05262;2,436785;74,92936;68.94869  M;;0;74,73143;147,3555
1290;34,69261;400,0618;0,117845;96,27712;50.21059  M;;0;81,83167;104,5856
1291;30,86317;404,2288;1,117494;77,43447;36.1733  M;;0;89,08378;106,431
1292;37,58239;420,2655;0,409024;79,65662;43.33252  M;;0;74,73668;103,3124
1293;40,64338;564,2207;0,86252;87,85653;39.98549  M;;0;68,85896;81,65394
1294;19,92615;236,969;0,3366;99,85176;28.8767  M;;0;110,2068;150,3325
1295;21,98777;255,5863;1,667427;93,94328;67.13102  M;;0;106,6347;139,4699
1296;38,23505;357,083;0,59539;70,89683;29.61688  M;;0;72,94257;113,3027
1297;48,51159;356,5113;0,795383;78,888;27.33527  M;;0;51,48453;100,8827
1298;42,24699;194,1335;0,875083;91,74396;27.42124  M;;0;63,95942;131,7126
1299;26,76122;213,3112;0,468703;76,49645;69.24481  M;;0;95,53435;136,4732
1300;49,10338;393,8067;0,000798;85,25643;40.69796  M;;0;51,05671;89,05702
1301;60,00092;28,39795;0,367243;78,57936;68.53455  M;;0;31,66242;138,6405
1302;50,10462;236,0124;3,505512;80,64243;63.99938  M;;0;50,49037;122,6169
1303;40,53917;292,084;7,017905;71,03686;48.6177  M;;0;68,31816;119,1687
1304;50,39294;451,9077;0,847693;73,48987;37.25166  M;;0;50,22731;87,21197
1305;34,41285;493,9003;1,181523;85,52229;36.33398  M;;0;81,89094;97,75324
1306;25,17792;169,917;1,251325;77,41426;44.30025  M;;0;100,281;145,2673
1307;27,79681;409,4747;1,711021;82,5444;64.08662  M;;0;93,93551;110,3467
1308;31,92587;357,942;10,43771;83,93523;45.53699  M;;0;86,77942;112,0121
1309;35,48926;371,1871;1,152227;99,37629;26.27105  M;;0;80,01125;109,4692
1310;37,46977;409,6467;0,80807;71,58516;42.67777  M;;0;78,12845;101,6214
1311;40,41687;393,1691;0,677387;70,10326;59.20076  M;;0;68,61428;99,95932
1312;20,50315;286,443;1,055397;77,28149;51.63487  M;;0;111,0672;128,8599
1313;22,92368;450,5596;1,623607;87,18546;47.6314  M;;1;104,6281;104,5036
1314;35,31623;748,6784;3,62547;71,35349;22.00635  M;;0;77,62677;41,77112
1317;43,16579;270,0593;4,341507;93,91001;62.12737  M;;0;62,88672;111,1965
1318;44,31349;418,7336;1,550801;84,39775;46.43234  M;;0;59,76906;95,42561
1319;32,89494;315,2822;0,446261;70,70151;45.46395  M;;0;84,18568;116,9756
1320;46,00296;231,8075;0,012662;75,19054;60.46584  M;;0;58,20092;115,6148
1321;28,04155;277,8708;0,75055;96,59639;43.61765  M;;0;95,73184;132,5669
1322;57,96993;147,1951;1,549702;78,53784;68.88341  M;;0;34,07711;118,2836
1323;27,22219;276,5637;1,90106;82,59898;33.73381  M;;0;94,06026;125,7782
1324;28,64692;518,0512;1,246566;82,26793;27.26974  M;;0;92,4829;93,43148
1325;47,7762;446,3371;4,689678;71,98555;60.34264  M;;0;54,25184;80,04548
1326;37,45636;285,2597;0,004783;96,43301;58.94383  M;;0;76,44746;125,9341
1327;27,39341;327,104;0,031736;72,29464;49.08326  M;;0;94,36229;114,7772
1328;19,23799;618,4942;5,329598;97,73939;69.08951  M;;0;111,1864;83,97272
1329;38,98339;308,7577;0,001611;83,59275;60.74401  M;;0;72,29478;114,671
1330;37,36144;275,2084;0,088338;99,36345;33.60571  M;;0;73,67098;119,6738
1331;27,61343;162,939;0,065259;85,41737;69.31222  M;;0;94,80904;143,427
1332;55,87463;234,6777;2,425469;78,52135;37.86759  M;;0;38,19593;112,738
1333;48,65787;32,96339;4,677525;99,15669;23.95309  M;;0;50,739;140,1794
1334;42,66589;275,9111;0,977059;85,67536;52.27418  M;;0;67,16527;118,1628
1335;47,16209;440,1709;3,2456;85,96867;67.68895  M;;0;57,06307;86,96604
1336;46,75292;367,3878;2,028012;81,01583;22.86304  M;;0;56,13736;101,18
1337;32,24154;492,2083;3,454446;95,10735;66.68782  M;;0;85,27718;90,62164
1338;38,49038;64,4049;0,649018;80,39622;46.23142  M;;0;72,11782;154,9112
1339;38,95808;285,9128;1,448165;71,70081;48.28981  M;;0;73,0779;117,5651
1340;39,88141;351,4594;0,931051;77,35838;48.6946  M;;0;69,3166;111,5827
1341;40,67415;499,518;1,611443;83,6013;51.06234  M;;0;67,6205;77,34277
1342;29,94843;222,5351;1,998938;77,31221;39.38181  M;;0;90,83256;135,2501
1343;50,45932;389,2286;0,120011;80,73521;25.89944  M;;0;49,4461;93,20755
1344;37,83285;285,0267;0,228179;95,37079;34.10734  M;;0;74,80837;113,365
1345;22,9854;490,4935;0,04951;76,81262;30.90552  M;;0;102,7192;105,5992
1346;48,78205;243,4353;0,131008;94,3943;30.50084  M;;0;52,92349;120,8968
1347;28,98031;233,995;1,73476;79,05857;54.2476  M;;0;91,35287;131,4108
1348;33,08973;336,6727;1,475868;99,34882;48.05107  M;;0;82,80282;108,2304
1349;33,16792;475,0838;0,049457;73,5393;66.28939  M;;0;81,16705;92,53929
1350;34,58927;403,4675;1,983525;89,07275;53.64796  M;;0;82,52377;100,4086
1351;41,19495;231,5599;5,365765;92,54701;21.48083  M;;0;68,78768;133,0249
1352;24,4317;418,1281;1,948296;95,98535;42.97753  M;;0;99,52976;117,5253
1353;14,43857;228,2748;1,088468;87,44341;66.13023  M;;0;118,6326;154,44
1354;10,06846;427,9674;1,310177;76,71859;34.29377  M;;0;131,6402;115,4092
1355;28,57737;177,8028;0,966966;86,93104;34.30937  M;;0;93,04443;146,3427
1356;51,39582;383,4458;0,177714;94,53984;23.1875  M;;0;48,09433;99,6894
1357;21,15318;322,2627;0,374604;71,77114;21.11308  M;;0;108,4803;135,1329
1358;49,90872;259,7008;3,670957;95,77936;56.25248  M;;0;50,3126;110,9438
1359;29,87521;450,4956;4,097388;98,24104;46.33484  M;;0;88,87681;100,0635
1360;26,02632;191,6536;2,569688;94,61457;22.28402  M;;0;98,14733;144,0293
1361;39,89096;381,6105;0,691695;75,68597;67.41857  M;;0;69,29163;104,0477
1364;39,79328;474,1691;0,028345;70,84058;66.10178  M;;0;70,0655;84,32132
1365;38,47685;146,3105;4,791191;88,86078;38.53805  M;;0;74,45297;142,2669
1366;47,89024;211,7204;0,798824;86,07327;40.75779  M;;0;53,88906;119,1989
1367;26,88337;535,9363;2,54919;93,66591;22.5977  M;;0;97,71586;85,18161
1368;30,37092;314,8119;3,650424;75,04937;30.13153  M;;0;90,9649;112,8793
1369;27,68792;350,8767;0,004217;75,29968;53.63999  M;;0;95,65224;114,1959
1370;57,89528;323,8102;3,234525;71,47759;32.52152  M;;0;34,33701;92,64731
1371;46,80232;383,686;5,75852;94,52534;31.25571  M;;0;56,22537;101,3921
1372;45,60404;271,1825;0,04886;80,6281;39.17602  M;;0;58,96112;107,2214
1373;23,33187;174,9287;2,837116;74,59358;52.14721  M;;0;101,9248;145,522
1374;45,60227;312,0783;0,552369;79,93157;34.54824  M;;0;58,85949;111,814
1375;23,50217;272,6901;0,250349;81,41001;59.31419  M;;1;102,4314;127,8066
1376;29,79752;219,1903;1,315191;81,19402;33.42932  M;;0;90,31347;137,4299
1377;49,73479;381,5091;0,337131;72,01324;29.44594  M;;0;51,17133;90,41009
1378;43,44686;191,8502;0,201023;92,54069;26.84097  M;;0;63,9241;123,7928
1379;33,5819;141,2444;1,118881;70,26217;36.54778  M;;0;82,71593;136,6631
1380;54,28808;272,3341;1,336887;93,87383;50.56083  M;;0;41,09187;101,159
1381;45,73261;388,9831;1,680847;80,13403;65.54492  M;;0;58,51407;94,85457
1382;33,82154;358,0857;1,581494;76,07247;21.80838  M;;0;82,07445;118,7033
1383;27,11228;87,25219;0,285605;76,13435;25.47522  M;;0;96,11672;150,3268
1384;34,91395;397,2692;4,833309;70,36434;36.59818  M;;0;79,43094;103,1637
1385;50,10869;329,6412;0,177639;86,38988;42.4949  M;;0;49,73705;108,22
1386;20,31709;310,7081;0,017566;83,39143;46.35765  M;;0;109,0658;130,3031
